,Daily_Return,EMA10,EMA100,EMA100Cross,EMA10Cross,EMA12,EMA12Cross,EMA20,EMA20Cross,EMA26,EMA26Cross,EMA50,EMA50Cross,MACD,MACD_Cross,SMA10,SMA100,SMA100Cross,SMA10Cross,SMA15,SMA15Cross,SMA20,SMA20Cross,SMA5,SMA50,SMA50Cross,SMA5Cross,Settle_Price,Time,Volume
12/1/2004,-0.005800464,425.965014,395.4347372,0,0,424.7788603,0,420.5369815,0,417.725965,0,408.5825609,0,0.642715474,0,424,392.062,0,0,420.8133333,0,418.59,0,429.14,405.252,0,0,431,7249,6024
13/1/2004,-0.004900817,426.4259206,396.0894949,0,0,425.3513433,0,421.2953642,0,418.5240417,0,409.363637,0,0.333697473,0,425.56,392.672,0,0,422.0733333,0,419.51,0,429.38,406.026,0,1,428.5,7250,1004
14/1/2004,-0.03119137,426.4212077,396.6897029,0,1,425.5126751,0,421.78152,0,419.107446,0,410.0317296,0,-0.070700039,-1,426.75,393.285,0,1,422.88,0,420.4,0,429.46,406.77,0,0,426.4,7251,348
15/1/2004,-0.003873154,423.99917,397.0146593,0,0,423.6030328,1,420.9547085,1,418.66245,1,410.1520539,0,-1.228277091,0,427.47,393.925,0,0,423.6466667,1,421.265,1,429.3,407.568,0,0,413.1,7252,2154
16/1/2004,0.014580802,421.7265936,397.3014977,0,0,421.7410277,0,420.0542601,0,418.1318981,0,410.2049146,0,-2.047784227,0,426.57,394.401,0,0,423.6066667,0,421.235,0,426.08,408.032,0,0,411.5,7253,1314
20/1/2004,-0.004071856,420.958122,397.701468,0,0,421.0885619,0,419.8109972,0,418.0850909,0,410.4909964,0,-2.122754211,0,425.62,394.821,0,0,423.3666667,0,421.135,0,422.1,408.494,0,0,417.5,7254,903
21/1/2004,-0.002645503,420.0202817,398.0598548,0,0,420.274937,0,419.4289975,0,417.9158249,0,410.6991926,0,-2.213690507,0,424.39,395.354,0,0,423.5066667,0,421.405,0,419.4,409.074,0,0,415.8,7255,348
22/1/2004,-0.004581625,419.0529577,398.3893626,0,0,419.4172544,0,418.9786168,0,417.6776156,0,410.856087,0,-2.2665311,0,423.16,395.846,0,0,423.4533333,0,421.375,0,416.86,409.768,0,0,414.7,7256,574
23/1/2004,-0.003149225,417.9160563,398.6747218,0,0,418.3992153,0,418.3901771,0,417.3163108,0,410.9323189,0,-2.338612302,0,421.91,396.345,0,0,423.1533333,0,421.365,0,414.52,410.386,0,0,412.8,7257,224
26/1/2004,0.008019441,416.7495006,398.9286877,0,0,417.3377975,0,417.7339698,0,416.8854729,0,410.9545809,0,-2.37535376,0,420.27,396.781,0,0,422.5333333,0,421.32,0,414.46,410.912,0,0,411.5,7258,489
27/1/2004,0.011089682,416.395046,399.2429711,0,0,416.9473671,0,417.4545441,0,416.7309935,0,411.1053816,0,-2.089043738,0,418.28,397.131,0,0,421.9,0,421.14,0,414.46,411.446,0,-1,414.8,7259,591
28/1/2004,-0.038388174,416.9414012,399.6421202,0,-1,417.3246953,-1,417.6398256,-1,416.9286976,-1,411.4306608,0,-1.527535836,0,416.66,397.53,0,-1,420.9,0,421.11,0,413.92,411.992,0,0,419.4,7260,607
29/1/2004,0.008678403,414.4611465,399.7145535,0,1,415.1670498,1,416.2741279,1,415.9191645,1,411.1118113,1,-2.140518483,0,415.75,397.923,0,1,420.32,0,421.25,0,414.64,412.564,1,1,403.3,7261,1562
30/1/2004,-0.008849558,413.0682108,399.8548593,0,0,413.8798114,0,415.37183,0,415.2436708,0,410.9427207,0,-2.201810604,0,413.44,398.178,0,0,418.7266667,0,420.455,0,412.36,412.782,0,0,406.8,7262,438
2/2/2004,0.001488095,411.2739906,399.9210997,0,0,412.2367635,0,414.2126081,0,414.3515471,0,410.6390846,0,-2.362187799,0,412.81,398.461,0,0,417.2333333,0,419.69,0,411.16,412.928,0,0,403.2,7263,2847
3/2/2004,0.004210005,409.9150832,399.9979096,0,0,410.9387999,0,413.2209311,0,413.569951,0,410.3708852,0,-2.302844269,0,411.98,398.718,0,0,415.3533333,0,418.8,0,409.5,413.016,0,0,403.8,7264,794
4/2/2004,-0.007151665,409.1123408,400.1068619,0,0,410.1020614,0,412.4856044,0,412.9721768,0,410.1798701,0,-2.033446853,0,410.61,398.937,0,0,413.54,0,417.5,0,407.3,413.042,0,0,405.5,7265,3154
5/2/2004,0.013412817,407.9282789,400.156231,0,0,408.9478981,0,411.5441182,0,412.2038674,0,409.8826203,0,-1.935440605,0,409.58,399.198,0,0,412.0066667,0,416.37,0,404.52,413.23,0,0,402.6,7266,296
6/2/2004,0.008088235,407.9413191,400.3115532,0,-1,408.8020677,0,411.2065832,0,411.8924698,0,409.808792,0,-1.4158988,0,408.37,399.364,0,0,410.42,0,415.14,0,404.38,413.238,0,-1,408,7267,424
9/2/2004,-0.000729395,408.5519883,400.5291462,0,0,409.1863649,-1,411.21548,-1,411.8485832,0,409.8672708,-1,-0.790171889,0,407.89,399.601,0,-1,410.08,-1,414.08,0,404.62,413.408,0,0,411.3,7268,332
10/2/2004,0.008759124,408.9970814,400.7364898,0,0,409.4653857,0,411.1949581,1,411.7857252,0,409.9116915,0,-0.358634477,0,407.87,399.874,0,0,410.0666667,0,413.075,0,406.24,413.668,0,0,411,7269,1443
11/2/2004,0.008441872,410.0157938,401.0110148,0,0,410.2553264,0,411.5192478,-1,411.99419,-1,410.0955468,0,0.178273104,1,407.49,400.187,0,0,409.6333333,0,412.075,-1,407.68,413.874,-1,0,414.6,7270,897
12/2/2004,-0.008132026,411.4856495,401.3494105,0,0,411.4621992,0,412.1459861,0,412.4464722,0,410.4094469,0,0.746290996,0,407.01,400.547,0,0,409.5533333,0,411.38,0,409.5,414.24,0,0,418.1,7271,540
13/2/2004,0.013744876,412.0700769,401.6137786,0,0,411.9603224,0,412.3892255,0,412.6134002,0,410.5777039,0,0.861988963,0,408.49,400.952,0,0,409.78,0,410.965,0,412.6,414.682,0,0,414.7,7272,810
17/2/2004,-0.009276879,413.5846083,401.985783,0,0,413.2587344,0,413.1521564,0,413.1901854,0,410.962892,0,1.26689258,0,409.28,401.297,0,0,409.9066667,0,411.045,0,413.94,414.938,0,0,420.4,7273,731
18/2/2004,-0.005762305,414.1146796,402.2731932,0,0,413.7573906,0,413.4709987,0,413.4353568,0,411.1800335,0,1.216301901,0,411,401.695,0,0,410.5,0,411.49,0,415.76,415.192,0,0,416.5,7274,890
19/2/2004,-0.02970297,414.1120105,402.5073874,0,1,413.8100998,0,413.5309036,0,413.4845896,0,411.2945419,0,0.975822566,0,412.27,402.002,0,0,410.6133333,0,411.44,0,416.86,415.352,1,1,414.1,7275,981
20/2/2004,0.003235441,411.8734632,402.4933798,1,0,411.9623921,1,412.4136747,1,412.6190645,1,410.922207,1,-0.005087944,-1,413.13,402.231,1,1,410.26,1,411.355,1,416.76,415.46,0,0,401.8,7276,1308
23/2/2004,0.013644257,410.2782881,402.505392,-1,0,410.5989472,0,411.526658,0,411.9139486,0,410.6154538,0,-0.530733596,0,413.05,402.35,-1,0,410.16,0,410.71,0,413.5,415.334,0,0,403.1,7277,866
24/2/2004,-0.021536955,409.9731448,402.6260773,0,0,410.2914168,0,411.2479287,0,411.6684709,0,410.5364163,0,-0.474229004,0,412.56,402.47,0,0,409.9133333,0,410.225,0,411.18,415.176,0,0,408.6,7278,866
25/2/2004,0.000750375,408.1234821,402.5701154,1,0,408.6773527,0,410.1576498,0,410.7893249,0,410.1153804,0,-0.96731771,0,412.29,402.67,1,0,410.2733333,0,410.08,0,408.82,415.124,0,0,399.8,7279,2191
26/2/2004,0.00299925,406.6646672,402.5212022,0,0,407.35776,0,409.1997784,0,409.9975231,0,409.7226204,0,-1.196086869,0,411.17,402.823,0,0,410.0066667,0,409.33,0,405.48,414.868,0,0,400.1,7280,102
27/2/2004,0.006977324,405.6892731,402.49702,0,0,406.4257969,0,408.4474185,0,409.3532621,0,409.3923216,0,-1.187031179,0,409.72,402.963,0,0,409.6466667,0,408.365,0,402.68,414.656,0,0,401.3,7281,0
1/3/2004,-0.014352883,405.4003144,402.5287622,-1,0,406.067982,0,408.0333787,0,408.9641316,0,409.1847795,0,-0.924572448,0,408.04,403.086,-1,0,409.56,0,408.265,0,402.58,414.5,0,-1,404.1,7282,30
2/3/2004,-0.00251067,404.1093481,402.4450243,1,0,404.8729078,0,407.1063902,0,408.1741959,0,408.7579254,0,-1.063768743,0,406.98,403.248,1,0,409.3,0,408.13,0,402.78,414.308,0,1,398.3,7283,4
3/3/2004,0.001258495,402.8712848,402.3431427,0,0,403.7078451,0,406.1724483,0,407.3686999,0,408.308595,0,-1.138668396,0,404.77,403.364,0,0,408.4333333,0,407.885,0,400.72,414.004,0,0,397.3,7284,322
4/3/2004,0.020613374,401.949233,402.2531794,0,0,402.7989459,0,405.3750723,0,406.6599073,0,407.8964933,0,-1.071020044,0,402.85,403.606,0,0,407.52,0,407.56,0,400.22,413.708,0,0,397.8,7285,0
5/3/2004,-0.001724138,402.6857361,402.3273739,-1,-1,403.2914157,-1,405.4345892,-1,406.6110253,0,407.822121,0,-0.42373452,0,401.22,403.82,-1,-1,406.4,0,407.175,0,399.76,413.336,0,-1,406,7286,322
8/3/2004,0.008882309,403.1610568,402.3862378,0,0,403.6004287,0,405.4217712,1,406.5139123,0,407.7232143,0,-0.014086855,0,401.64,404.072,0,0,405.5933333,0,407.345,0,400.7,413.158,0,0,405.3,7287,1
9/3/2004,-0.01027146,404.204501,402.5152232,0,0,404.4157474,0,405.7530311,-1,406.6906596,-1,407.7693627,-1,0.499587659,1,401.86,404.335,0,0,404.9666667,-1,407.21,-1,400.94,412.99,0,0,408.9,7288,205
10/3/2004,0.001729676,404.2945918,402.5584861,0,0,404.4594785,0,405.6527424,1,406.5432033,1,407.6489956,1,0.552620079,0,401.89,404.696,0,0,404.2,0,407.09,1,403.06,412.866,0,0,404.7,7289,182
11/3/2004,-0.013320178,404.4955751,402.6147537,0,0,404.6041741,0,405.6286717,0,406.4585216,0,407.5607997,0,0.625597933,0,402.38,404.972,0,0,403.4133333,0,406.775,0,404.54,412.652,0,0,405.4,7290,0
12/3/2004,0.01,403.6781978,402.5629764,1,1,403.8958397,1,405.0926077,0,405.9801126,0,407.2642977,0,0.316537964,0,402.91,405.239,1,1,402.8333333,1,406.315,0,406.06,412.428,0,1,400,7291,0
15/3/2004,0.007673267,403.7367073,402.5914323,-1,-1,403.9118643,-1,404.9885498,0,405.8334376,0,407.136286,0,0.38339011,0,402.78,405.447,0,-1,402.7133333,-1,405.41,0,404.86,412.044,0,0,404,7292,32
16/3/2004,0.011053795,404.3482151,402.6807109,0,0,404.4023467,0,405.1896403,-1,405.927257,-1,407.1348631,0,0.624042465,0,402.77,405.725,-1,0,402.7733333,0,404.875,-1,404.6,411.682,0,-1,407.1,7293,200
17/3/2004,0.010204082,405.6667214,402.8573305,0,0,405.509678,0,405.8001508,0,406.3474602,0,407.3099665,-1,1.048936441,0,403.65,406.033,0,0,402.6733333,0,404.21,0,404.24,411.404,-1,0,411.6,7294,0
18/3/2004,0.003367003,407.5091357,403.1136209,0,0,407.0928045,0,406.7525174,0,407.0476483,0,407.642909,0,1.545499814,0,405.08,406.395,0,0,403.46,0,403.965,0,405.62,411.04,0,0,415.8,7295,109
19/3/2004,0.01198466,409.271111,403.3925591,0,0,408.6477576,0,407.7475157,0,407.7996744,0,408.0176968,0,1.878741538,0,406.88,406.777,0,0,404.5066667,0,404.05,0,407.7,410.794,0,0,417.2,7296,52
22/3/2004,0.00568451,411.6218181,403.7649837,0,0,410.732718,0,409.1239428,0,408.8663652,0,408.5738656,0,2.317608892,0,408,407.097,0,0,405.5666667,0,404.82,0,411.14,410.594,0,0,422.2,7297,284
23/3/2004,-0.00612341,413.9814875,404.1775583,0,0,412.866146,0,410.597853,0,410.0318196,0,409.2023415,0,2.628465969,0,409.69,407.42,0,0,406.7733333,0,405.775,0,414.78,410.454,0,0,424.6,7298,103
24/3/2004,-0.001184834,415.4393989,404.5304779,0,0,414.2713543,0,411.6837718,0,410.9183515,0,409.7042104,0,2.517713916,0,411.26,407.785,0,0,408.5266667,0,406.575,0,418.28,410.318,0,0,422,7299,381
25/3/2004,0.01257414,416.5413264,404.8665081,0,0,415.3834536,0,412.6186506,0,411.7021773,0,410.1667904,0,2.27678995,0,412.99,408.082,0,0,410.1733333,0,407.685,0,420.36,410.138,0,0,421.5,7300,262
26/3/2004,-0.011480787,418.4065398,405.3008346,0,0,417.1398454,0,413.9692553,0,412.8205345,0,410.8190731,0,2.331859568,0,414.6,408.384,0,0,411.7533333,0,408.755,0,421.5,409.998,0,0,426.8,7301,598
29/3/2004,0.011140081,419.0417143,405.629531,0,0,417.8721769,0,414.7245644,0,413.4930875,0,411.2536193,0,1.913310439,0,417.28,408.787,0,0,413.14,0,410.03,0,423.42,410.006,0,1,421.9,7302,150
30/3/2004,0.013127051,420.4159481,406.0447878,0,0,419.2149189,0,415.8555582,0,414.4639699,0,411.8554381,0,1.828136043,0,419.07,409.107,0,0,414.2466667,0,410.92,0,423.36,410.182,0,-1,426.6,7303,455
31/3/2004,0.001619621,422.558503,406.5627128,0,0,421.2126237,0,417.4121717,0,415.7777499,0,412.6532641,0,2.00964866,0,421.02,409.489,0,0,415.4266667,0,412.335,0,423.76,410.484,0,0,432.2,7304,586
1/4/2004,-0.013398013,424.4387752,407.0842432,0,0,423.0106816,0,418.887203,0,417.0460648,0,413.4472537,0,2.031513389,0,423.08,409.926,0,0,417.26,0,414.08,0,425.8,410.778,0,0,432.9,7305,225
2/4/2004,-0.014516507,424.9226342,407.4805949,0,0,423.6398075,0,419.6693741,0,417.7908007,0,413.9826555,0,1.532722686,0,424.79,410.444,0,0,419.0933333,0,415.835,0,428.08,411.12,0,1,427.1,7306,35
5/4/2004,0.008315514,424.1912462,407.7463256,0,1,423.2182986,1,419.7865766,0,418.0211118,0,414.253924,0,0.704722227,0,425.78,410.877,0,1,420.9,0,416.89,0,428.14,411.368,0,0,420.9,7307,16
6/4/2004,0.008953817,424.2292014,408.0761014,0,-1,423.4000988,-1,420.2259503,0,418.493622,0,414.6518093,0,0.331209757,0,425.65,411.221,0,0,422.0266667,0,417.67,0,427.94,411.53,0,0,424.4,7308,3
7/4/2004,-0.007006072,424.9511648,408.4745944,0,0,424.1385452,0,420.9853836,0,419.212613,0,415.1831109,0,0.2805321,0,425.63,411.617,0,-1,423.18,0,418.445,0,427.5,411.788,0,-1,428.2,7309,6
8/4/2004,0.000470367,424.9964076,408.8057906,0,0,424.3018459,0,421.3867756,0,419.6561231,0,415.5759301,0,0.000258152,0,426.25,412.024,0,1,424.2866667,0,419.62,0,426.7,412.056,0,1,425.2,7310,0
12/4/2004,-0.030794546,425.069788,409.1343888,0,0,424.4707927,0,421.7689875,0,420.0815955,0,415.9611877,0,-0.205013943,-1,426.62,412.368,0,0,424.9133333,0,420.61,0,425.16,412.172,0,-1,425.4,7311,1
13/4/2004,-0.017220471,422.7480084,409.1970741,0,1,422.5983631,1,420.8671791,1,419.505181,1,415.8176117,1,-1.200823288,0,426.48,412.698,1,0,425.46,1,421.88,1,424.82,412.614,1,1,412.3,7312,267
14/4/2004,-0.005429418,419.5574614,409.1179242,1,0,419.9216918,0,419.3750668,0,418.445538,0,415.4012348,0,-2.254281192,0,425.52,412.826,0,0,424.8,0,422.295,0,423.1,412.724,0,0,405.2,7313,21
15/4/2004,0.008188586,416.5470139,408.9967771,0,0,417.3183546,0,417.8155367,0,417.301424,0,414.9149119,0,-2.970803578,0,423.38,412.89,0,0,423.5066667,0,422.2,0,419.26,412.764,0,0,403,7314,56
16/4/2004,-0.000984494,414.6839204,408.9433756,0,0,415.6232231,0,416.7188189,0,416.4865037,0,414.5770722,0,-3.080811806,0,420.46,412.895,0,0,422.24,0,421.77,0,414.22,412.748,0,0,406.3,7315,0
19/4/2004,-0.007390983,413.086844,408.8831108,0,0,414.1273427,0,415.6884552,0,415.7023183,0,414.2367948,0,-3.034005461,0,417.8,412.997,0,0,421.2266667,0,421.295,0,410.44,412.764,0,0,405.9,7316,0
20/4/2004,-0.017125838,411.2346905,408.7646333,0,0,412.4000592,0,414.4705071,0,414.7539984,0,413.7922146,0,-3.050375259,0,415.68,413.034,0,0,419.8333333,0,420.73,0,406.54,412.83,0,0,402.9,7317,26
21/4/2004,0.005808081,408.4647468,408.5118683,0,0,409.8769731,0,412.7114112,0,413.3648133,0,413.0944807,0,-3.347420975,0,413.88,413.068,0,0,418.5666667,0,419.765,0,404.66,412.728,0,0,396,7318,295
22/4/2004,0.005021341,406.616611,408.3096531,0,0,408.0959004,0,411.3388958,0,412.2489012,0,412.514305,0,-3.210065333,0,411.04,413.045,0,0,416.5266667,0,418.335,0,402.82,412.422,0,0,398.3,7319,59
23/4/2004,0.002248314,405.4681363,408.1510461,0,0,406.8965311,0,410.2875724,0,411.3637974,0,412.0353127,0,-2.819464658,0,408.05,413.021,0,0,414.2666667,0,417.15,0,401.88,412.168,0,0,400.3,7320,123
26/4/2004,0.005982054,404.6921115,408.0134016,0,0,406.0201417,0,409.4220893,0,410.6109236,0,411.6103984,0,-2.354384135,0,405.56,413.061,0,0,412.0933333,0,416.09,0,400.68,411.882,0,-1,401.2,7321,81
27/4/2004,-0.032953419,404.4935458,407.9260075,0,0,405.6478122,0,408.8676046,0,410.0915959,0,411.2962652,0,-1.765908761,0,403.14,413.113,0,-1,410.3666667,0,414.81,0,399.74,411.544,0,0,403.6,7322,5
28/4/2004,0.006661542,401.9129011,407.5769777,0,0,403.2866103,0,407.0992613,0,408.6255517,0,410.4728822,0,-2.128853197,0,402.27,413.13,0,1,409.2133333,0,413.895,0,399.88,411.322,0,1,390.3,7323,300
29/4/2004,0.001018071,400.2741918,407.2863445,0,0,401.6886703,0,405.7469507,0,407.4606961,0,409.7837496,0,-2.049550048,0,400.78,412.956,0,0,406.94,0,412.08,0,398.74,410.72,0,0,392.9,7324,0
30/4/2004,0,399.0061569,407.0093871,0,0,400.3981056,0,404.5615268,0,406.4117556,0,409.137328,0,-1.832939403,0,399.77,412.8,0,0,404.5866667,0,410.115,0,397.66,410.248,0,0,393.3,7325,3
3/5/2004,0.011187389,397.9686739,406.7379141,0,0,399.3060894,0,403.4890005,0,405.4405145,0,408.5162564,0,-1.562971595,0,398.47,412.646,0,0,402.46,0,408.135,0,396.26,409.832,0,0,393.3,7326,444
4/5/2004,0.005531808,397.9198241,406.5589455,0,0,399.0589987,0,402.9376671,0,404.867143,0,408.0920894,0,-0.98935266,0,397.21,412.498,0,-1,400.32,0,406.445,0,394.68,409.662,0,-1,397.7,7327,541
5/5/2004,-0.013253313,398.2798561,406.4270852,0,-1,399.1883835,-1,402.6483655,0,404.4992065,0,407.770831,0,-0.393625058,0,396.69,412.365,0,0,399.3466667,-1,405.285,0,393.5,409.554,0,0,399.9,7328,0
6/5/2004,-0.022554486,397.6107913,406.1928855,0,1,398.4824784,1,401.8818545,0,403.7659319,0,407.2543278,0,-0.293004526,0,397.08,412.252,0,1,398.9933333,1,404.06,0,395.42,409.38,0,1,394.6,7329,9
7/5/2004,-0.001296344,395.4451929,405.7870858,0,0,396.5159432,0,400.3407255,0,402.4277148,0,406.4090601,0,-0.737057981,0,396.71,412.072,0,0,398.4333333,0,402.38,0,395.76,409.276,0,0,385.7,7330,156
10/5/2004,-0.003894081,393.5824305,405.3794207,0,0,394.7750289,0,398.8987516,0,401.1515877,0,405.5773322,0,-0.961476243,0,395.25,411.822,0,0,397.06,0,400.405,0,394.24,408.988,0,0,385.2,7331,1911
11/5/2004,0.001303101,391.785625,404.9501253,0,0,393.0711783,0,397.4512515,0,399.8588775,0,404.7193976,0,-1.098093309,0,393.65,411.583,0,0,395.68,0,398.395,0,392.62,408.666,0,0,383.7,7332,1
12/5/2004,-0.007808433,390.4064205,404.5392317,0,0,391.7063816,0,396.1892275,0,398.6989607,0,403.9147154,0,-1.042378491,0,391.66,411.283,0,0,394.4,0,396.965,0,389.82,408.258,0,0,384.2,7333,132
13/5/2004,0.005508919,388.7325258,404.0770687,0,0,390.0900152,0,394.761682,0,397.4027414,0,403.0239422,0,-1.090020467,0,391.05,410.99,0,0,393.6133333,0,395.915,0,386.68,407.976,0,0,381.2,7334,45
14/5/2004,0.006522306,387.7447939,403.6656416,0,0,389.0453975,0,393.6700933,0,396.3580939,0,402.2504543,0,-0.871992548,0,389.88,410.681,0,0,392.4733333,0,394.825,0,384,407.654,0,0,383.3,7335,10
17/5/2004,-0.009590461,387.391195,403.3118665,0,0,388.5461056,0,392.9205606,0,395.5760128,0,401.6053384,0,-0.471362754,0,388.88,410.35,0,0,391.34,0,393.675,0,383.52,407.364,0,-1,385.8,7336,113
18/5/2004,0.019104946,386.4291595,402.8918296,0,0,387.554397,0,391.890031,0,394.5777897,0,400.8404232,0,-0.371878504,0,388.13,410.059,0,0,390.3133333,0,392.67,0,383.64,406.96,0,1,382.1,7337,0
19/5/2004,-0.01155624,386.9693123,402.6246646,0,-1,387.8383359,-1,391.6528852,0,394.1942497,0,400.3917792,0,0.236480312,1,386.57,409.743,0,-1,388.88,-1,391.63,0,383.32,406.496,0,-1,389.4,7338,0
20/5/2004,0.016887503,386.5930737,402.2736812,0,1,387.3862843,1,391.0097533,0,393.5057867,0,399.7842584,0,0.378313255,0,385.52,409.486,0,1,388.82,1,391.3,0,384.36,406.106,0,0,384.9,7339,0
21/5/2004,0.002299438,387.4670603,402.0583607,0,-1,388.003779,-1,391.0469196,-1,393.3498025,0,399.455464,0,0.921433751,0,384.55,409.181,0,-1,388.2866667,-1,390.63,-1,385.1,405.71,0,0,391.4,7340,30
24/5/2004,0.007137395,388.3457766,401.8651259,0,0,388.6647361,0,391.1662606,0,393.2720394,0,399.1748575,0,1.328123185,0,385.12,408.929,0,0,388.16,0,390.185,0,386.72,405.43,0,0,392.3,7341,0
25/5/2004,0,389.5738172,401.731163,0,0,389.6547767,0,391.5409025,0,393.4074439,-1,399.0150592,0,1.74620744,0,385.83,408.66,0,0,388.0933333,0,389.74,0,388.02,405.276,0,0,395.1,7342,0
26/5/2004,0.016704632,390.5785777,401.5998528,0,0,390.4925033,0,391.8798641,0,393.5328184,0,398.8615275,0,1.966847663,0,386.97,408.39,0,0,387.92,0,389.315,0,390.62,405.098,0,0,395.1,7343,268
27/5/2004,-0.002738362,392.6006545,401.6018359,-1,0,392.2167336,0,392.8151152,0,394.1377948,0,398.9728401,-1,2.468881204,0,388.06,408.131,0,0,387.6,0,389.555,0,391.76,404.858,0,0,401.7,7344,60
28/5/2004,0.001997004,394.055081,401.5819976,1,0,393.5064669,0,393.5565328,0,394.6164767,0,399.0366503,0,2.623946106,0,390.11,407.85,0,0,388.0733333,0,389.995,0,395.12,404.66,0,0,400.6,7345,152
1/6/2004,-0.007473842,395.3905208,401.5783937,0,0,394.7208566,0,394.3035296,0,395.1189599,0,399.1293307,0,2.668682086,0,391.84,407.575,0,0,389.0666667,0,390.36,0,396.96,404.356,0,0,401.4,7346,1
2/6/2004,-0.009036145,395.9376988,401.5154552,0,0,395.2868787,0,394.6936697,0,395.3619999,0,399.1007295,1,2.393331312,0,393.4,407.317,0,0,390.1466667,0,390.765,0,398.78,404.04,0,1,398.4,7347,0
3/6/2004,0.007598784,395.7308445,401.3824759,0,1,395.2119742,1,394.7037964,0,395.3203703,1,398.9320734,0,1.888045221,0,395.03,407.009,0,1,391.1266667,0,390.8,0,399.44,403.564,0,0,394.8,7348,1
4/6/2004,0.007038713,396.1070546,401.3115358,0,-1,395.6101321,-1,394.9986729,0,395.5040466,-1,398.8876784,0,1.682021402,0,395.57,406.643,0,-1,391.8333333,0,390.545,0,399.38,402.968,0,0,397.8,7349,270
7/6/2004,-0.00673989,396.9239538,401.297446,0,0,396.377804,0,395.5321326,0,395.8815246,0,398.9548283,-1,1.657772289,0,396.86,406.311,0,0,392.94,0,390.705,0,398.6,402.484,0,-1,400.6,7350,0
8/6/2004,-0.016587082,397.1014167,401.2301698,0,0,396.611988,0,395.7576438,0,396.0310413,0,398.9134624,1,1.393951667,0,397.78,406.032,0,0,394.0933333,0,391.45,0,398.6,402.066,0,1,397.9,7351,2
9/6/2004,0.003577818,396.0466137,401.0335328,0,1,395.7947591,1,395.3331063,1,395.6805938,1,398.6148953,0,0.741736193,0,398.34,405.747,0,1,394.9,1,392.085,1,397.9,401.488,0,0,391.3,7352,0
10/6/2004,-0.005092946,395.4381385,400.8685123,0,0,395.3186423,0,395.0823343,0,395.4598091,0,398.3829386,0,0.389123305,0,397.96,405.529,0,0,395.5133333,0,392.465,-1,396.48,400.876,0,0,392.7,7353,109
14/6/2004,0.010749936,394.5766587,400.6671556,0,0,394.608082,0,394.6649691,0,395.1072306,0,398.0816469,0,0.024913117,0,397.72,405.341,0,0,395.7333333,0,392.89,1,396.06,400.198,0,0,390.7,7354,375
15/6/2004,-0.008863003,394.6354481,400.5529545,0,-1,394.6529924,-1,394.687353,-1,395.0918802,0,397.9568764,0,0.068139199,0,396.62,405.073,0,0,396.12,0,393.365,-1,394.64,399.368,0,-1,394.9,7355,187
16/6/2004,0.010986203,394.0471848,400.3717079,0,1,394.1525321,1,394.3742718,1,394.8184076,0,397.699744,0,-0.127078855,-1,396.05,404.864,0,0,396.3533333,0,393.945,1,393.5,398.608,0,1,391.4,7356,23
17/6/2004,0.015415719,394.3476966,400.2791988,0,-1,394.3906041,-1,394.5005316,-1,394.8837107,-1,397.6213227,0,0.036551996,1,395.05,404.631,0,-1,396.2933333,0,394.225,-1,392.2,397.894,0,-1,395.7,7357,40
18/6/2004,-0.00298656,395.7026609,400.3093137,-1,0,395.5305111,0,395.1957191,0,395.3960285,0,397.7851924,-1,0.531313073,0,394.78,404.46,0,0,396.3333333,-1,394.905,0,393.08,397.39,-1,0,401.8,7358,79
21/6/2004,0.002745881,396.5930862,400.3150699,0,0,396.3104325,0,395.7104125,0,395.7815078,0,397.895577,0,0.740604052,0,395.48,404.363,0,0,396.78,0,395.525,0,394.9,396.938,0,0,400.6,7359,150
22/6/2004,0,397.521616,400.3424942,0,0,397.1395967,0,396.2808494,0,396.2199147,0,398.0447701,0,0.905089166,0,395.76,404.221,0,0,396.7066667,0,396.31,0,396.88,396.386,0,0,401.7,7360,26
23/6/2004,0.019417476,398.2813222,400.3693755,0,0,397.8411972,0,396.796959,0,396.6258469,0,398.1881124,0,0.960605939,0,395.87,404.044,0,0,396.78,0,396.825,0,398.24,395.916,0,0,401.7,7361,1
24/6/2004,-0.000732601,400.3210818,400.55018,0,0,399.6348592,0,398.0067724,0,397.5794879,0,398.6317158,0,1.440501547,0,396.25,404.028,-1,0,396.8,0,397.295,0,400.3,395.442,0,0,409.5,7362,779
25/6/2004,-0.004154448,401.9354305,400.7214636,0,0,401.1064193,0,399.0727941,0,398.4402665,0,399.0461584,0,1.641026397,0,398.07,404.055,0,0,397.54,0,398.015,0,403.06,395.386,0,0,409.2,7363,874
28/6/2004,-0.017177914,402.9471704,400.855692,0,0,402.0900471,0,399.8753851,0,399.1113579,0,399.3776816,0,1.562850262,0,399.72,404.115,0,0,398.5,0,398.72,0,404.54,395.466,0,0,407.5,7364,106
29/6/2004,0.000499376,402.5022304,400.8486486,1,1,401.8454245,1,399.9348723,0,399.2142203,0,399.4216941,0,0.972292202,0,401.4,404.152,1,1,399.1466667,0,399.01,0,405.92,395.556,0,1,400.5,7365,8
30/6/2004,0.008485151,402.1745521,400.8457051,0,0,401.6692053,0,400.0077416,0,399.324278,0,399.4718237,0,0.548812237,0,401.96,404.102,0,0,399.14,0,399.005,0,405.68,395.44,0,0,400.7,7366,58
