,Daily_Return,Day_Since_EMA100Cross,Day_Since_EMA10Cross,Day_Since_EMA12Cross,Day_Since_EMA20Cross,Day_Since_EMA26Cross,Day_Since_EMA50Cross,Day_Since_SMA100Cross,Day_Since_SMA10Cross,Day_Since_SMA15Cross,Day_Since_SMA20Cross,Day_Since_SMA50Cross,Day_Since_SMA5Cross,EMA10,EMA100,EMA100Cross,EMA10Cross,EMA12,EMA12Cross,EMA20,EMA20Cross,EMA26,EMA26Cross,EMA50,EMA50Cross,MACD,MACD_Cross,SMA10,SMA100,SMA100Cross,SMA10Cross,SMA15,SMA15Cross,SMA20,SMA20Cross,SMA5,SMA50,SMA50Cross,SMA5Cross,Settle_Price,Time,Up-Down10,Up-Down100,Up-Down15,Up-Down20,Up-Down5,Up-Down50,Volume
2014-01-30,0.0071633237822349575,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,20.0,1.0,174.57811144616653,175.1175,1.0,0.0,174.569924535682,0.0,174.61732484411812,0.0,174.71288833290075,0.0,174.94990147995318,0.0,0.09653299920267436,0.0,174.675,175.1175,1.0,0.0,174.41666666666666,-1.0,174.2375,-1.0,174.7,175.865,0.0,0.0,174.5,1345,4.0,0.0,2.0,6.0,2.0,6.0,724.0
2014-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,0.0,174.79118209231808,175.13002475247526,-1.0,-1.0,174.75147460711554,-1.0,174.72519866848782,-1.0,174.78971141935256,-1.0,174.98127789250404,-1.0,0.1610079873475301,0.0,174.75,175.125,-1.0,-1.0,174.48333333333332,0.0,174.225,0.0,174.7,175.81,0.0,-1.0,175.75,1344,4.0,20.0,4.0,8.0,4.0,6.0,676.0
2014-02-01,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,22.0,1.0,174.9655126209875,175.14230149005002,0.0,0.0,174.90509389832854,0.0,174.8227987952985,0.0,174.86084390680793,0.0,175.01142385750387,0.0,0.1947958328841299,0.0,174.8,175.14,0.0,0.0,174.6,0.0,174.375,0.0,174.95,175.78,0.0,0.0,175.75,1343,4.0,20.0,6.0,8.0,4.0,6.0,676.0
2014-02-02,0.001422475106685633,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,23.0,2.0,175.10814668989886,175.1543351239104,0.0,0.0,175.03507945243186,0.0,174.91110367193673,0.0,174.92670732111844,0.0,175.04038762779783,0.0,0.20713437814154445,0.0,174.95,175.1525,0.0,0.0,174.71666666666667,0.0,174.5375,0.0,175.05,175.75,0.0,0.0,175.75,1342,6.0,20.0,8.0,8.0,6.0,6.0,676.0
2014-02-03,0.007102272727272727,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,24.0,3.0,175.27030183718998,175.1710809630409,0.0,0.0,175.18352876744234,0.0,175.01480808413322,0.0,175.00621048251708,0.0,175.07801948553126,0.0,0.22086442540271334,0.0,174.975,175.175,0.0,0.0,174.83333333333334,0.0,174.5875,0.0,175.1,175.7,0.0,0.0,176.0,1341,6.0,22.0,8.0,8.0,6.0,6.0,801.0
2014-02-04,0.004231311706629055,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,25.0,4.0,175.63024695770088,175.21224767664407,0.0,0.0,175.50144741860507,0.0,175.22768350469195,0.0,175.17241711344172,0.0,175.163195191981,0.0,0.29806115651263426,0.0,175.125,175.2,0.0,0.0,174.96666666666667,0.0,174.7,0.0,175.55,175.6,0.0,0.0,177.25,1340,8.0,22.0,10.0,8.0,8.0,6.0,752.0
2014-02-05,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,26.0,5.0,176.0611111472098,175.26745069294816,0.0,0.0,175.88584012343506,0.0,175.49171364710224,0.0,175.38186769763124,0.0,175.2744424393543,0.0,0.3784026217224917,0.0,175.4,175.225,0.0,0.0,175.2,0.0,174.8875,0.0,176.1,175.505,0.0,0.0,178.0,1339,8.0,22.0,12.0,8.0,8.0,6.0,1021.0
2014-02-06,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,27.0,6.0,176.41363639317166,175.3215605802165,0.0,0.0,176.21109548906043,0.0,175.73059806166393,0.0,175.57580342373262,0.0,175.3813270495757,0.0,0.40777780899717736,0.0,175.75,175.2625,0.0,0.0,175.38333333333333,0.0,175.0875,0.0,176.55,175.45,0.0,0.0,178.0,1338,10.0,24.0,12.0,10.0,8.0,8.0,663.0
2014-02-07,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,28.0,7.0,176.70206613986772,175.37459898456865,0.0,0.0,176.48631156766652,0.0,175.9467315796007,0.0,175.75537354049317,0.0,175.4840201064551,0.0,0.40273901667418055,0.0,176.025,175.305,0.0,0.0,175.63333333333333,0.0,175.2875,0.0,177.0,175.405,0.0,0.0,178.0,1337,10.0,26.0,12.0,12.0,8.0,10.0,631.0
2014-02-08,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,29.0,8.0,176.93805411443722,175.42658712348808,0.0,0.0,176.71918671110245,0.0,176.14228095297207,0.0,175.9216421671233,0.0,175.58268598463332,0.0,0.3754764267839774,0.0,176.275,175.34,0.0,0.0,175.8,0.0,175.4875,0.0,177.45,175.36,0.0,0.0,178.0,1336,10.0,26.0,12.0,14.0,8.0,10.0,631.0
