,Settle_Price,Daily_Return,5-day Return,Volume,SMA5,SMA10,SMA15,SMA20,SMA50,SMA100,EMA10,EMA12,EMA20,EMA26,EMA50,EMA100,MACD,MACD_Cross,SMA5Cross,SMA10Cross,SMA15Cross,SMA20Cross,SMA50Cross,SMA100Cross,EMA12Cross,EMA10Cross,EMA20Cross,EMA26Cross,EMA50Cross,EMA100Cross,Up-Down5,Up-Down10,Up-Down15,Up-Down20,Up-Down50,Up-Down100,Day_Since_SMA5Cross,Day_Since_SMA10Cross,Day_Since_SMA15Cross,Day_Since_SMA20Cross,Day_Since_SMA50Cross,Day_Since_SMA100Cross,Day_Since_EMA12Cross,Day_Since_EMA10Cross,Day_Since_EMA20Cross,Day_Since_EMA26Cross,Day_Since_EMA50Cross,Day_Since_EMA100Cross
2014-01-30,174.5,0.0071633237822349575,0.015759312320916905,724.0,174.7,174.675,174.41666666666666,174.2375,175.865,175.1175,174.57811144616653,174.569924535682,174.61732484411812,174.71288833290075,174.94990147995318,175.1175,0.09653299920267436,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2014-01-31,175.75,0.0,0.012802275960170697,676.0,174.7,174.75,174.48333333333332,174.225,175.81,175.125,174.79118209231808,174.75147460711554,174.72519866848782,174.78971141935256,174.98127789250404,175.13002475247526,0.1610079873475301,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,4.0,8.0,6.0,20.0,0.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-01,175.75,0.0,0.012802275960170697,676.0,174.95,174.8,174.6,174.375,175.78,175.14,174.9655126209875,174.90509389832854,174.8227987952985,174.86084390680793,175.01142385750387,175.14230149005002,0.1947958328841299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,8.0,6.0,20.0,1.0,1.0,2.0,2.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-02-02,175.75,0.001422475106685633,0.012802275960170697,676.0,175.05,174.95,174.71666666666667,174.5375,175.75,175.1525,175.10814668989886,175.03507945243186,174.91110367193673,174.92670732111844,175.04038762779783,175.1543351239104,0.20713437814154445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,8.0,6.0,20.0,2.0,2.0,3.0,3.0,23.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2014-02-03,176.0,0.007102272727272727,0.011363636363636364,801.0,175.1,174.975,174.83333333333334,174.5875,175.7,175.175,175.27030183718998,175.18352876744234,175.01480808413322,175.00621048251708,175.07801948553126,175.1710809630409,0.22086442540271334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,8.0,6.0,22.0,3.0,3.0,4.0,4.0,24.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2014-02-04,177.25,0.004231311706629055,0.004231311706629055,752.0,175.55,175.125,174.96666666666667,174.7,175.6,175.2,175.63024695770088,175.50144741860507,175.22768350469195,175.17241711344172,175.163195191981,175.21224767664407,0.29806115651263426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10.0,8.0,6.0,22.0,4.0,4.0,5.0,5.0,25.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2014-02-05,178.0,0.0,0.0,1021.0,176.1,175.4,175.2,174.8875,175.505,175.225,176.0611111472098,175.88584012343506,175.49171364710224,175.38186769763124,175.2744424393543,175.26745069294816,0.3784026217224917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,12.0,8.0,6.0,22.0,5.0,5.0,6.0,6.0,26.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014-02-06,178.0,0.0,-0.0056179775280898875,663.0,176.55,175.75,175.38333333333333,175.0875,175.45,175.2625,176.41363639317166,176.21109548906043,175.73059806166393,175.57580342373262,175.3813270495757,175.3215605802165,0.40777780899717736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,12.0,10.0,8.0,24.0,6.0,6.0,7.0,7.0,27.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2014-02-07,178.0,0.0,-0.008426966292134831,631.0,177.0,176.025,175.63333333333333,175.2875,175.405,175.305,176.70206613986772,176.48631156766652,175.9467315796007,175.75537354049317,175.4840201064551,175.37459898456865,0.40273901667418055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,12.0,12.0,10.0,26.0,7.0,7.0,8.0,8.0,28.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2014-02-08,178.0,0.0,-0.009831460674157303,631.0,177.45,176.275,175.8,175.4875,175.36,175.34,176.93805411443722,176.71918671110245,176.14228095297207,175.9216421671233,175.58268598463332,175.42658712348808,0.3754764267839774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,12.0,14.0,10.0,26.0,8.0,8.0,9.0,9.0,29.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
2014-02-09,178.0,0.0,-0.008426966292134831,631.0,177.85,176.7,176.03333333333333,175.6875,175.315,175.3525,177.13113518453954,176.91623490939438,176.31920657649854,176.07559459918824,175.6774826126869,175.4775457943101,0.33485775440877996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,12.0,14.0,10.0,26.0,9.0,9.0,10.0,10.0,30.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
2014-02-10,178.0,-0.0056179775280898875,-0.008426966292134831,889.0,178.0,177.05,176.26666666666668,175.9,175.28,175.365,177.28911060553236,177.08296800025678,176.47928214064154,176.21814314739652,175.76856172591488,175.52749538254156,0.28723383765032484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,14.0,16.0,12.0,26.0,10.0,10.0,11.0,11.0,31.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
2014-02-11,177.0,-0.002824858757062147,-0.002824858757062147,613.0,178.0,177.275,176.5,176.0375,175.29,175.3775,177.23654504089012,177.07020369252498,176.5288743177233,176.2760584698116,175.8168534229378,175.55665388981797,0.17324336600275259,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,12.0,14.0,18.0,14.0,26.0,11.0,0.0,12.0,12.0,32.0,11.0,0.0,0.0,11.0,11.0,11.0,11.0
2014-02-12,176.5,-0.00141643059490085,0.007082152974504249,590.0,177.8,177.4,176.61666666666667,176.175,175.285,175.385,177.10262776072827,176.98248004752114,176.52612438270205,176.29264673130703,175.8436434847834,175.57533401081167,0.055145167602780765,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,10.0,14.0,16.0,14.0,26.0,12.0,1.0,0.0,13.0,33.0,12.0,1.0,1.0,0.0,12.0,12.0,12.0
2014-02-13,176.25,0.0014184397163120568,0.011347517730496455,709.0,177.5,177.475,176.68333333333334,176.225,175.28,175.39,176.94760453150494,176.86979080944096,176.4998268224447,176.28948771417316,175.85957903439973,175.58869373336987,-0.04350804267482444,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0,12.0,14.0,14.0,26.0,13.0,2.0,1.0,14.0,34.0,13.0,2.0,2.0,1.0,0.0,13.0,13.0
2014-02-14,176.5,0.0,0.015580736543909348,556.0,177.15,177.5,176.85,176.3125,175.315,175.3725,176.86622188941314,176.81289991568082,176.4998433155452,176.305081216827,175.88469358207033,175.60673940201602,-0.0927939512710465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,4.0,6.0,12.0,12.0,14.0,24.0,14.0,3.0,2.0,15.0,35.0,14.0,3.0,3.0,0.0,0.0,14.0,14.0
2014-02-15,176.5,0.0,0.018413597733711047,556.0,176.85,177.425,176.98333333333332,176.4125,175.325,175.37,176.79963609133802,176.76476146711454,176.49985823787424,176.3195196452102,175.90882324551856,175.62442773068898,-0.12429666257640848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,12.0,12.0,14.0,26.0,15.0,4.0,3.0,16.0,36.0,15.0,4.0,4.0,1.0,1.0,15.0,15.0
2014-02-16,176.5,0.007082152974504249,0.019830028328611898,556.0,176.55,177.275,177.03333333333333,176.5125,175.35,175.3725,176.74515680200383,176.7240289337123,176.49987173902906,176.3328885603798,175.9320066476551,175.6417657954278,-0.14271848891861183,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,12.0,14.0,16.0,28.0,16.0,5.0,4.0,0.0,37.0,16.0,5.0,5.0,2.0,2.0,16.0,16.0
